text,label,category
Your verified account has won a free gift worth Rs 5 Crore. Claim now http://tinyurl.com/kyc-updt before it expires in 2 hours.,scam,lottery_prize
"Hi, I am HR from a top company. We have a data entry vacancy, salary 35000 per month. Pay Rs 1,20,000 security deposit to confirm.",scam,job_investment
"Your Axis Bank A/c XX8834 is credited with Rs 9,850 salary on 01-09. Available balance Rs 62,410.",safe,safe_none
"SBI: Rs 9,850 has been credited to your account by NEFT from Sunita. Ref 9072084.",safe,safe_none
"Google Pay: Rs 2,500 paid to Apollo Pharmacy. UPI Ref 8950305. Your balance has been updated.",safe,safe_none
Canara Bank branch in Jaipur will remain closed on Saturday for the regional holiday. ATMs will work as usual.,safe,safe_none
"Aapka recharge Rs 2,500 ka safal raha. Validity 28 din.",safe,safe_none
"Jaan main airport par phans gaya hoon, custom wale 60000 maang rahe hain. Please bhej do, wapas kar dunga.",scam,romance_matrimonial
Your Amazon order is stuck. Confirm card details at https://axisbank.verify-account.click/login within 1 hour to release the parcel.,scam,delivery_parcel
"Dear Customer, Rs 4,999 debited from your PNB A/c XX4521 on 12-08 to VPA grocerystore@okhdfc. Not you? Call the number on your card.",safe,safe_none
ICICI Bank Security: unusual login detected. Confirm your identity within 24 hours at http://bit.ly/3xKyc9 or the account freezes.,scam,kyc_bank
Your order from Croma is packed and will be delivered to your Jaipur address tomorrow.,safe,safe_none
"Aapko KBC lottery mein 25 lakh ka inaam mila hai. Jaldi karein, sirf aaj tak valid hai. Registration fees 6500 rupaye.",scam,lottery_prize
"719171 is your One Time Password for a PhonePe transaction of Rs 75,000. Valid for 10 minutes. Never share it.",safe,safe_none
